weathertypeid,locationid,eventdate,severity
1,639,2020-08-16,Moderate
2,524,2020-03-05,Light
2,1380,2020-04-18,Light
2,434,2020-12-06,Light
2,1301,2020-08-30,Light
1,1037,2020-12-21,Severe
3,673,2020-12-07,Light
2,217,2020-02-25,Light
2,735,2020-10-03,Light
3,107,2020-12-13,Light
2,1381,2020-12-19,Moderate
2,559,2020-06-10,Light
1,389,2020-12-03,Severe
1,1137,2020-08-30,Severe
2,59,2020-01-28,Light
2,366,2020-11-24,Light
2,415,2020-07-01,Light
1,479,2020-03-11,Severe
2,526,2020-09-03,Moderate
3,839,2020-12-28,Light
2,1160,2020-03-19,Light
1,865,2020-01-25,Moderate
3,600,2020-01-12,Light
2,113,2020-06-10,Light
5,377,2020-02-14,Severe
1,529,2020-09-11,Severe
3,867,2020-01-10,Light
1,147,2020-08-22,Moderate
1,375,2020-06-26,Severe
2,1079,2020-07-22,Light
2,647,2020-01-25,Light
2,518,2020-08-22,Light
3,685,2020-02-14,Moderate
1,1289,2020-04-14,Moderate
2,1058,2020-05-17,Light
1,1368,2020-12-20,Severe
2,26,2020-07-27,Moderate
2,408,2020-01-11,Light
2,445,2020-12-11,Light
2,1384,2020-03-15,Light
2,353,2020-12-29,Light
1,1386,2020-07-18,Severe
2,1387,2020-03-17,Light
1,1262,2020-05-14,Severe
1,198,2020-02-06,Moderate
1,795,2020-11-04,Moderate
1,945,2020-04-24,Severe
1,1073,2020-01-16,Severe
3,575,2020-03-14,Light
1,599,2020-07-27,Severe
2,631,2020-07-16,Light
2,217,2020-07-28,Light
2,338,2020-02-11,Light
2,386,2020-06-24,Light
2,475,2020-05-16,Light
1,643,2020-04-03,Severe
2,213,2020-03-21,Light
2,547,2020-09-15,Light
2,470,2020-08-01,Light
3,1236,2020-03-22,Light
3,308,2020-04-14,Light
1,1390,2020-04-10,Severe
2,1227,2020-03-16,Light
3,198,2020-12-17,Light
2,386,2020-05-08,Light
2,898,2020-06-22,Light
2,640,2020-05-04,Light
2,604,2020-05-30,Light
3,1369,2020-01-01,Light
2,846,2020-04-30,Light
2,126,2020-02-16,Light
2,547,2020-07-01,Light
2,1304,2020-08-31,Light
2,776,2020-03-20,Light
2,1208,2020-01-25,Light
2,1391,2020-03-16,Light
3,1299,2020-11-24,Light
1,1000,2020-04-26,Severe
2,525,2020-10-26,Light
1,1177,2020-02-24,Severe
1,75,2020-12-21,Severe
2,864,2020-04-28,Light
1,1393,2020-10-27,Severe
3,29,2020-11-14,Light
4,859,2020-07-24,UNK
1,311,2020-10-21,Severe
1,1215,2020-08-30,Severe
2,797,2020-10-25,Light
2,414,2020-01-14,Light
1,1046,2020-01-13,Severe
2,117,2020-06-10,Light
2,699,2020-09-25,Light
2,840,2020-09-26,Light
1,500,2020-12-14,Severe
1,713,2020-11-12,Moderate
2,321,2020-05-15,Light
2,431,2020-03-02,Light
2,1284,2020-04-11,Light
2,205,2020-02-24,Light
1,460,2020-06-29,Severe
1,108,2020-03-18,Severe
2,1166,2020-05-27,Light
2,264,2020-03-16,Light
3,878,2020-02-10,Light
1,299,2020-11-07,Moderate
1,371,2020-02-19,Severe
2,1395,2020-01-03,Moderate
2,472,2020-09-13,Moderate
3,540,2020-11-20,Light
5,1062,2020-11-11,Severe
1,1397,2020-03-23,Severe
2,743,2020-06-20,Light
1,1127,2020-11-23,Severe
2,1398,2020-12-29,Light
2,5,2020-12-01,Light
2,2,2020-02-19,Moderate
3,1399,2020-01-27,Light
1,10,2020-02-13,Moderate
2,986,2020-10-30,Light
2,1097,2020-06-30,Light
2,614,2020-07-29,Light
2,383,2020-02-08,Light
2,80,2020-06-11,Moderate
2,3,2020-01-18,Light
1,319,2020-09-12,Severe
1,145,2020-09-12,Severe
4,981,2020-09-06,UNK
2,1219,2020-04-05,Light
2,573,2020-02-11,Light
5,376,2020-02-15,Severe
1,1317,2020-09-15,Moderate
2,898,2020-06-09,Light
3,1401,2020-03-18,Moderate
4,407,2020-07-19,UNK
3,867,2020-10-20,Light
5,203,2020-08-04,Severe
2,301,2020-03-22,Light
2,549,2020-03-30,Light
2,305,2020-12-04,Light
1,532,2020-01-25,Severe
2,1402,2020-07-29,Light
1,1403,2020-02-20,Moderate
4,476,2020-08-27,UNK
1,196,2020-09-16,Moderate
2,37,2020-01-04,Moderate
2,1275,2020-07-10,Heavy
3,1054,2020-12-26,Light
2,817,2020-06-26,Light
2,363,2020-11-30,Light
2,1404,2020-11-06,Light
2,234,2020-02-12,Light
2,12,2020-03-09,Light
3,1405,2020-04-16,Light
3,966,2020-01-20,Light
2,321,2020-12-31,Light
2,1399,2020-04-19,Light
2,262,2020-03-12,Light
3,1366,2020-01-08,Light
2,954,2020-08-11,Light
1,1406,2020-01-18,Severe
1,1197,2020-09-17,Severe
2,1185,2020-02-18,Light
4,922,2020-04-13,UNK
1,1294,2020-10-07,Severe
3,751,2020-02-12,Light
2,1407,2020-09-12,Moderate
1,828,2020-02-01,Severe
2,1011,2020-12-24,Light
1,1408,2020-10-12,Moderate
2,734,2020-03-20,Moderate
2,688,2020-10-23,Light
2,593,2020-09-10,Light
5,1409,2020-10-21,Severe
2,122,2020-11-23,Light
2,804,2020-07-22,Heavy
4,914,2020-05-24,UNK
2,425,2020-10-28,Light
2,1410,2020-06-24,Light
2,1411,2020-07-23,Light
1,743,2020-02-12,Severe
2,461,2020-08-01,Light
3,609,2020-01-18,Light
3,889,2020-11-28,Light
1,1412,2020-07-09,Severe
2,1014,2020-06-16,Light
2,390,2020-06-24,Moderate
2,1265,2020-05-18,Light
1,383,2020-04-20,Severe
2,424,2020-10-16,Light
1,771,2020-05-26,Moderate
2,215,2020-11-30,Light
2,1413,2020-11-11,Light
2,530,2020-05-25,Light
2,1414,2020-04-06,Moderate
2,1415,2020-11-07,Light
2,247,2020-07-20,Light
2,27,2020-11-15,Light
1,1127,2020-01-22,Severe
2,982,2020-10-19,Light
2,422,2020-07-20,Heavy
2,1368,2020-03-17,Light
2,666,2020-01-07,Light
3,140,2020-04-15,Light
2,1416,2020-08-28,Light
2,26,2020-06-22,Light
1,461,2020-08-04,Severe
2,704,2020-06-08,Light
2,157,2020-08-02,Light
2,1418,2020-07-14,Moderate
2,147,2020-04-30,Light
2,1038,2020-10-17,Light
1,156,2020-02-10,Severe
2,336,2020-10-03,Light
2,540,2020-06-24,Light
2,760,2020-09-08,Moderate
4,1086,2020-02-06,UNK
2,1419,2020-03-19,Light
2,759,2020-03-09,Light
2,386,2020-10-12,Light
1,34,2020-02-12,Severe
2,1317,2020-12-28,Moderate
2,1355,2020-09-08,Light
2,1420,2020-06-09,Light
1,1341,2020-07-04,Moderate
2,220,2020-07-30,Light
1,247,2020-09-27,Moderate
1,220,2020-08-09,Moderate
2,618,2020-07-07,Light
1,426,2020-10-15,Severe
3,1422,2020-12-24,Light
2,1423,2020-03-29,Light
1,1424,2020-10-16,Severe
2,371,2020-05-22,Light
3,837,2020-02-07,Light
3,504,2020-02-06,Light
2,146,2020-04-09,Light
2,998,2020-01-03,Moderate
4,156,2020-04-24,UNK
3,1188,2020-01-11,Light
1,219,2020-12-10,Severe
2,205,2020-01-11,Heavy
1,1426,2020-01-27,Severe
2,48,2020-07-05,Moderate
2,75,2020-04-03,Light
1,539,2020-03-18,Severe
2,74,2020-09-10,Light
2,299,2020-03-22,Light
2,569,2020-08-31,Light
2,488,2020-09-25,Light
2,909,2020-08-14,Light
1,1173,2020-12-04,Severe
3,960,2020-01-15,Light
1,314,2020-10-09,Moderate
2,345,2020-05-20,Moderate
2,594,2020-07-01,Light
2,1365,2020-11-12,Light
2,1427,2020-05-15,Moderate
2,404,2020-09-05,Light
2,543,2020-12-31,Light
2,537,2020-12-12,Light
1,996,2020-09-17,Moderate
2,933,2020-12-24,Light
1,579,2020-07-30,Moderate
2,1428,2020-11-30,Light
2,1429,2020-08-29,Light
2,896,2020-03-05,Moderate
3,417,2020-02-09,Light
1,1430,2020-12-16,Severe
1,469,2020-09-14,Moderate
1,1354,2020-06-22,Severe
2,1122,2020-06-28,Light
2,1159,2020-11-25,Light
2,464,2020-01-25,Light
1,432,2020-05-07,Moderate
3,773,2020-12-08,Light
2,3,2020-01-03,Light
2,1431,2020-01-14,Light
1,509,2020-11-23,Moderate
1,154,2020-09-26,Severe
2,940,2020-03-07,Light
3,585,2020-01-10,Light
2,43,2020-09-17,Moderate
2,9,2020-05-17,Moderate
2,325,2020-11-26,Light
5,1377,2020-04-04,Severe
2,389,2020-01-25,Light
2,737,2020-05-19,Light
2,292,2020-09-27,Light
2,1258,2020-08-10,Light
3,346,2020-12-04,Light
1,311,2020-10-11,Severe
1,567,2020-07-07,Severe
2,6,2020-10-11,Moderate
2,1424,2020-08-30,Moderate
2,571,2020-01-04,Moderate
2,536,2020-04-20,Moderate
1,1040,2020-10-08,Severe
3,595,2020-10-21,Light
2,95,2020-01-18,Light
2,898,2020-08-25,Light
3,1044,2020-01-19,Moderate
1,346,2020-02-17,Severe
3,133,2020-03-23,Moderate
2,633,2020-05-13,Light
2,94,2020-02-12,Light
2,1432,2020-11-25,Light
2,789,2020-02-05,Light
3,1299,2020-12-28,Light
1,14,2020-07-14,Severe
1,1433,2020-02-17,Severe
2,395,2020-10-05,Light
3,1434,2020-01-19,Light
1,1106,2020-10-22,Severe
2,390,2020-06-10,Light
2,321,2020-03-03,Light
2,90,2020-09-13,Light
2,1258,2020-09-09,Light
2,204,2020-12-30,Moderate
3,46,2020-11-15,Light
3,678,2020-01-05,Moderate
1,612,2020-08-22,Severe
2,5,2020-03-25,Light
3,865,2020-12-17,Light
1,202,2020-09-28,Severe
2,284,2020-10-16,Light
2,932,2020-04-30,Light
5,1345,2020-02-06,Severe
2,321,2020-02-26,Light
3,56,2020-10-21,Light
2,1080,2020-11-25,Light
2,635,2020-10-01,Light
3,1321,2020-02-05,Light
1,1435,2020-04-18,Severe
3,1436,2020-02-25,Light
2,563,2020-09-17,Light
2,480,2020-04-29,Light
1,281,2020-06-21,Severe
2,389,2020-01-12,Light
1,227,2020-09-11,Severe
6,348,2020-09-25,Severe
1,840,2020-08-15,Severe
2,98,2020-01-23,Light
1,286,2020-01-25,Severe
2,593,2020-06-07,Light
3,1033,2020-11-24,Light
1,509,2020-09-13,Moderate
2,1437,2020-04-07,Light
2,721,2020-01-05,Light
3,1312,2020-11-17,Light
2,513,2020-03-27,Light
3,387,2020-11-26,Light
2,215,2020-01-31,Light
2,896,2020-06-15,Light
2,364,2020-02-13,Light
5,299,2020-04-24,Severe
1,851,2020-03-05,Moderate
1,187,2020-04-22,Severe
2,1321,2020-02-12,Light
2,1036,2020-04-05,Light
2,625,2020-09-25,Light
2,976,2020-04-10,Light
1,424,2020-03-19,Severe
2,707,2020-08-12,Light
2,317,2020-06-15,Light
2,228,2020-10-22,Light
4,601,2020-02-05,UNK
2,204,2020-12-11,Moderate
1,61,2020-09-11,Moderate
2,1161,2020-02-07,Light
2,546,2020-06-19,Light
2,28,2020-09-08,Light
2,150,2020-01-03,Light
2,673,2020-10-27,Light
5,163,2020-02-25,Severe
2,1080,2020-05-19,Light
1,979,2020-02-19,Severe
2,937,2020-09-10,Light
2,1435,2020-07-08,Light
4,1438,2020-06-30,UNK
3,105,2020-02-26,Light
2,924,2020-11-12,Light
2,1440,2020-09-24,Light
2,1441,2020-01-26,Moderate
2,1442,2020-05-25,Light
2,979,2020-04-23,Light
2,268,2020-06-19,Moderate
1,1222,2020-09-27,Severe
1,299,2020-01-23,Severe
1,828,2020-06-06,Moderate
2,1443,2020-10-21,Light
2,547,2020-03-23,Light
1,1444,2020-10-30,Moderate
3,1063,2020-01-09,Light
2,677,2020-03-25,Light
2,145,2020-07-03,Light
1,1365,2020-09-02,Moderate
2,249,2020-04-09,Light
1,868,2020-03-24,Severe
2,743,2020-12-02,Light
2,331,2020-03-25,Light
2,118,2020-11-25,Light
2,238,2020-10-14,Light
1,1445,2020-01-21,Moderate
3,1214,2020-12-29,Moderate
1,46,2020-12-01,Severe
2,601,2020-07-02,Light
2,219,2020-02-06,Moderate
2,816,2020-03-05,Light
1,6,2020-10-28,Moderate
1,3,2020-04-25,Moderate
2,886,2020-08-02,Light
3,999,2020-12-16,Light
2,1446,2020-09-30,Heavy
3,286,2020-03-07,Light
1,442,2020-03-16,Severe
1,525,2020-11-12,Moderate
2,67,2020-09-10,Light
2,59,2020-01-13,Light
5,670,2020-05-19,Severe
3,1110,2020-11-15,Light
2,567,2020-03-24,Light
2,81,2020-06-20,Light
3,901,2020-02-14,Light
3,102,2020-02-26,Light
5,218,2020-02-09,Severe
2,1448,2020-03-28,Light
1,162,2020-05-14,Severe
2,746,2020-04-17,Light
2,723,2020-09-30,Moderate
2,139,2020-10-19,Light
1,1099,2020-01-07,Severe
2,797,2020-10-29,Moderate
2,372,2020-08-18,Light
2,88,2020-08-13,Light
4,869,2020-05-23,UNK
2,196,2020-04-04,Light
2,422,2020-06-05,Light
1,428,2020-07-06,Severe
2,75,2020-02-13,Light
1,708,2020-06-09,Moderate
4,1449,2020-10-23,UNK
2,1029,2020-01-18,Light
1,11,2020-06-22,Severe
3,960,2020-10-22,Light
3,1450,2020-04-20,Light
2,123,2020-05-13,Light
2,560,2020-11-12,Light
1,1094,2020-06-29,Moderate
4,1451,2020-05-18,UNK
2,18,2020-02-06,Light
1,1452,2020-12-23,Severe
1,216,2020-07-05,Moderate
1,1453,2020-03-28,Severe
2,1454,2020-03-23,Light
3,132,2020-01-30,Light
2,390,2020-05-26,Light
2,1435,2020-08-14,Light
1,1422,2020-03-24,Severe
2,1274,2020-02-06,Light
2,1292,2020-01-13,Light
2,1120,2020-11-25,Light
1,693,2020-04-20,Severe
1,1455,2020-04-25,Severe
2,32,2020-05-23,Light
2,890,2020-01-24,Light
1,323,2020-12-12,Severe
2,1406,2020-05-31,Heavy
2,633,2020-06-29,Light
3,556,2020-02-28,Light
3,732,2020-03-12,Light
3,1456,2020-01-20,Light
2,604,2020-07-14,Light
2,1419,2020-04-03,Moderate
3,1079,2020-01-11,Light
2,1023,2020-10-25,Light
1,1016,2020-06-25,Severe
2,916,2020-01-04,Light
3,112,2020-05-09,Light
2,1458,2020-04-27,Light
2,116,2020-09-22,Light
2,470,2020-04-23,Light
2,171,2020-01-16,Light
2,1459,2020-02-10,Light
2,441,2020-03-09,Light
1,210,2020-03-20,Severe
2,408,2020-07-15,Light
2,1093,2020-10-10,Light
1,1273,2020-02-06,Severe
2,2,2020-11-26,Light
3,663,2020-01-17,Light
2,745,2020-05-18,Light
1,1209,2020-01-11,Severe
2,618,2020-06-09,Light
1,775,2020-01-18,Severe
5,309,2020-01-17,Severe
5,85,2020-09-30,Severe
2,95,2020-04-20,Light
3,313,2020-03-20,Light
2,1366,2020-05-29,Light
2,801,2020-06-02,Light
2,889,2020-05-25,Light
2,1369,2020-10-14,Light
2,88,2020-01-19,Light
2,180,2020-11-26,Light
2,206,2020-02-17,Light
2,445,2020-03-23,Light
2,168,2020-04-03,Light
2,532,2020-05-11,Light
2,761,2020-04-01,Light
2,909,2020-11-09,Light
1,670,2020-10-03,Moderate
2,66,2020-12-16,Light
2,1462,2020-07-13,Light
1,336,2020-10-10,Severe
2,655,2020-07-31,Light
1,1463,2020-02-11,Severe
1,1464,2020-06-05,Severe
2,1175,2020-03-22,Light
1,246,2020-12-13,Severe
3,458,2020-01-01,Light
1,1408,2020-09-22,Severe
5,203,2020-05-20,Severe
2,221,2020-09-17,Light
1,297,2020-09-22,Severe
5,489,2020-07-30,Severe
1,1466,2020-11-28,Severe
1,105,2020-08-05,Severe
2,124,2020-02-18,Light
3,334,2020-11-15,Light
1,841,2020-09-26,Severe
2,302,2020-09-04,Light
2,1402,2020-02-24,Light
3,867,2020-02-17,Light
2,979,2020-08-25,Light
2,464,2020-12-31,Light
2,563,2020-04-28,Light
2,825,2020-02-07,Light
1,186,2020-01-04,Severe
2,597,2020-02-13,Light
3,846,2020-01-20,Light
1,1467,2020-08-22,Moderate
1,196,2020-07-17,Severe
1,915,2020-12-24,Severe
2,671,2020-06-21,Light
2,571,2020-07-04,Light
1,494,2020-08-19,Moderate
1,1266,2020-03-23,Severe
1,383,2020-02-08,Severe
3,216,2020-04-12,Light
2,1265,2020-01-03,Light
2,1468,2020-06-07,Light
3,1102,2020-11-10,Light
1,1469,2020-10-10,Severe
1,584,2020-11-25,Severe
2,1371,2020-09-25,Light
2,1470,2020-03-11,Light
2,1471,2020-05-20,Light
1,166,2020-12-09,Severe
1,354,2020-03-12,Severe
1,1037,2020-01-21,Severe
2,1472,2020-05-22,Light
1,1473,2020-03-18,Severe
1,749,2020-03-16,Severe
2,1474,2020-05-23,Light
2,933,2020-12-14,Light
6,1161,2020-06-06,Severe
2,1266,2020-09-01,Light
2,1232,2020-09-02,Light
3,298,2020-12-28,Light
1,48,2020-03-17,Severe
2,1324,2020-06-08,Light
2,895,2020-09-17,Heavy
2,268,2020-01-12,Heavy
2,60,2020-10-24,Light
2,59,2020-03-05,Light
1,286,2020-02-07,Severe
2,160,2020-10-12,Moderate
2,716,2020-06-30,Light
2,1475,2020-11-12,Light
5,415,2020-06-22,Severe
1,804,2020-10-21,Severe
1,246,2020-12-21,Severe
2,12,2020-05-08,Moderate
2,56,2020-05-14,Light
2,1476,2020-10-12,Moderate
2,1104,2020-06-06,Light
2,1367,2020-08-15,Light
1,315,2020-01-31,Moderate
2,208,2020-06-17,Light
2,215,2020-05-11,Light
2,1084,2020-04-23,Light
2,558,2020-02-26,Light
2,1477,2020-07-13,Light
1,47,2020-12-29,Severe
4,1416,2020-01-11,UNK
1,465,2020-02-12,Severe
1,361,2020-03-26,Moderate
2,652,2020-04-19,Light
1,1110,2020-08-23,Severe
3,302,2020-03-03,Light
2,1288,2020-01-12,Light
1,464,2020-11-26,Severe
3,1199,2020-10-25,Light
2,109,2020-02-12,Light
2,1189,2020-11-29,Light
2,907,2020-04-11,Light
2,523,2020-09-24,Light
3,1478,2020-12-21,Light
1,1150,2020-02-25,Severe
2,1013,2020-01-11,Light
2,416,2020-12-25,Light
2,770,2020-08-17,Light
2,95,2020-10-29,Moderate
2,417,2020-06-07,Light
1,26,2020-03-29,Moderate
2,1084,2020-04-13,Light
2,1106,2020-04-23,Light
2,481,2020-04-12,Light
2,402,2020-03-04,Light
4,311,2020-03-05,UNK
2,559,2020-04-29,Light
2,1413,2020-05-17,Light
1,1194,2020-02-07,Severe
2,1239,2020-11-15,Light
1,386,2020-11-12,Severe
4,679,2020-09-24,UNK
2,11,2020-04-12,Light
3,421,2020-01-08,Heavy
1,18,2020-03-19,Severe
1,1479,2020-04-07,Severe
3,1220,2020-01-06,Light
2,268,2020-08-06,Light
3,685,2020-10-13,Heavy
1,742,2020-07-04,Moderate
1,81,2020-05-30,Severe
3,714,2020-03-20,Heavy
1,272,2020-02-17,Severe
2,216,2020-04-03,Light
2,441,2020-12-25,Light
2,350,2020-01-27,Light
1,1158,2020-03-24,Severe
1,582,2020-08-27,Severe
1,1408,2020-10-28,Severe
2,7,2020-12-07,Heavy
2,104,2020-03-17,Moderate
2,41,2020-01-18,Light
2,959,2020-04-30,Moderate
2,881,2020-03-10,Moderate
2,960,2020-08-08,Light
1,592,2020-02-11,Severe
3,653,2020-11-10,Light
2,731,2020-07-14,Light
2,316,2020-11-03,Light
2,1403,2020-06-20,Light
2,1092,2020-01-11,Light
2,957,2020-03-23,Moderate
2,189,2020-01-01,Light
2,550,2020-05-18,Light
2,355,2020-02-10,Light
2,60,2020-10-17,Moderate
1,138,2020-01-30,Severe
4,1480,2020-04-12,UNK
2,204,2020-06-16,Light
2,292,2020-09-09,Light
2,360,2020-07-19,Light
2,66,2020-07-21,Light
4,797,2020-07-24,UNK
3,22,2020-02-07,Light
1,250,2020-03-06,Moderate
2,215,2020-02-07,Light
3,523,2020-01-14,Light
1,337,2020-11-15,Severe
1,1481,2020-02-25,Severe
1,462,2020-06-20,Severe
2,484,2020-03-13,Light
2,26,2020-08-23,Moderate
3,1355,2020-03-31,Light
2,819,2020-05-17,Light
2,139,2020-11-14,Moderate
1,1189,2020-11-15,Severe
1,836,2020-10-21,Severe
1,411,2020-06-06,Severe
6,633,2020-05-05,Severe
3,1063,2020-10-17,Moderate
3,641,2020-11-02,Light
1,867,2020-05-24,Severe
2,3,2020-02-20,Light
2,92,2020-11-13,Light
1,468,2020-05-03,Severe
2,2,2020-06-08,Light
3,1021,2020-12-31,Light
3,555,2020-02-25,Light
2,1076,2020-11-25,Light
2,1426,2020-06-22,Light
1,1483,2020-03-16,Severe
2,114,2020-03-12,Light
1,615,2020-01-22,Severe
1,88,2020-08-21,Severe
2,625,2020-01-04,Light
1,1427,2020-04-21,Severe
2,1412,2020-11-30,Heavy
2,402,2020-02-09,Light
2,68,2020-10-30,Light
1,592,2020-10-15,Severe
2,493,2020-03-16,Light
1,1485,2020-02-13,Severe
2,26,2020-07-01,Light
1,782,2020-01-28,Severe
2,323,2020-08-31,Light
2,98,2020-06-20,Light
1,337,2020-08-06,Severe
2,702,2020-07-16,Heavy
2,1009,2020-04-09,Light
2,655,2020-10-17,Moderate
2,653,2020-06-30,Light
2,263,2020-06-11,Light
2,318,2020-03-15,Light
2,861,2020-11-12,Light
2,1286,2020-11-28,Heavy
3,267,2020-11-11,Light
2,26,2020-06-13,Light
2,404,2020-09-09,Light
1,336,2020-01-02,Severe
1,378,2020-03-17,Severe
2,456,2020-01-14,Light
2,1303,2020-04-29,Light
2,523,2020-08-15,Light
5,1486,2020-01-19,Severe
2,1487,2020-09-10,Moderate
1,666,2020-09-26,Severe
2,1194,2020-06-27,Moderate
2,1488,2020-03-05,Light
2,276,2020-05-16,Light
2,958,2020-01-13,Light
2,206,2020-04-05,Light
2,599,2020-01-15,Light
2,1345,2020-07-07,Light
5,115,2020-09-21,Severe
2,513,2020-01-10,Light
3,283,2020-10-26,Light
2,136,2020-02-24,Light
1,560,2020-02-12,Severe
3,734,2020-02-10,Light
1,1241,2020-12-05,Moderate
3,255,2020-01-13,Light
3,124,2020-04-17,Light
2,269,2020-03-24,Moderate
2,1175,2020-09-09,Light
1,102,2020-06-07,Severe
2,981,2020-03-16,Light
2,317,2020-07-08,Light
1,912,2020-07-27,Moderate
1,261,2020-08-04,Severe
1,625,2020-11-14,Severe
2,1243,2020-07-12,Light
1,1007,2020-03-20,Severe
2,599,2020-02-25,Light
2,1111,2020-01-10,Light
2,430,2020-05-24,Moderate
2,1490,2020-08-04,Light
1,915,2020-02-13,Severe
1,454,2020-12-28,Severe
2,1161,2020-11-14,Light
1,709,2020-03-24,Severe
2,113,2020-10-12,Light
2,1391,2020-11-11,Light
1,1416,2020-10-21,Severe
2,792,2020-05-27,Moderate
1,1491,2020-10-26,Severe
2,785,2020-03-10,Light
3,525,2020-02-25,Light
1,142,2020-09-10,Moderate
2,1106,2020-01-14,Light
2,583,2020-09-11,Light
2,603,2020-10-25,Light
2,1492,2020-06-04,Light
4,292,2020-07-07,UNK
1,480,2020-12-28,Severe
2,42,2020-06-08,Moderate
2,928,2020-08-24,Light
2,1064,2020-06-11,Light
2,1493,2020-05-05,Light
2,716,2020-08-25,Light
3,387,2020-12-17,Light
1,392,2020-03-20,Moderate
2,1198,2020-10-23,Light
2,653,2020-05-18,Moderate
3,1494,2020-04-22,Light
3,140,2020-01-28,Light
1,1495,2020-09-15,Moderate
2,349,2020-03-05,Light
1,323,2020-08-23,Severe
1,321,2020-07-08,Severe
2,702,2020-07-20,Light
1,1222,2020-08-22,Severe
5,815,2020-08-21,Severe
2,608,2020-04-23,Light
2,1332,2020-06-20,Light
1,44,2020-10-01,Severe
2,647,2020-03-28,Light
1,442,2020-09-09,Severe
1,46,2020-10-18,Severe
2,1426,2020-10-23,Light
2,317,2020-03-18,Light
2,1353,2020-09-06,Moderate
1,578,2020-05-01,Severe
3,1056,2020-03-24,Light
1,338,2020-04-20,Severe
1,140,2020-01-14,Severe
3,372,2020-01-19,Light
2,937,2020-08-11,Heavy
2,745,2020-03-31,Light
2,189,2020-07-05,Heavy
3,1497,2020-01-13,Light
2,910,2020-03-15,Moderate
2,1230,2020-08-21,Light
2,59,2020-12-31,Light
2,796,2020-03-02,Light
1,844,2020-01-15,Severe
3,238,2020-02-11,Light
2,18,2020-03-31,Light
2,1458,2020-04-25,Light
2,284,2020-09-03,Light
1,1391,2020-08-23,Severe
5,48,2020-02-25,Severe
2,26,2020-06-07,Moderate
3,365,2020-12-10,Light
2,630,2020-11-10,Light
2,454,2020-07-07,Light
2,321,2020-02-19,Light
2,59,2020-02-11,Moderate
1,311,2020-06-18,Severe
2,1498,2020-09-08,Light
2,1124,2020-07-28,Light
3,1450,2020-01-12,Light
1,242,2020-09-04,Severe
1,1226,2020-06-27,Moderate
2,569,2020-03-07,Light
1,1366,2020-05-27,Severe
1,262,2020-07-13,Severe
2,1440,2020-06-29,Heavy
2,1277,2020-03-28,Light
2,358,2020-06-29,Light
1,669,2020-10-14,Severe
1,280,2020-03-28,Severe
2,933,2020-08-26,Light
1,2,2020-05-27,Severe
1,1418,2020-03-11,Moderate
2,1500,2020-05-02,Light
5,392,2020-04-18,Severe
2,1256,2020-08-06,Light
2,1209,2020-06-05,Light
2,244,2020-04-26,Light
1,1140,2020-09-26,Severe
2,197,2020-01-28,Light
2,216,2020-05-25,Light
2,59,2020-08-30,Moderate
1,1222,2020-10-28,Severe
2,443,2020-04-30,Light
5,773,2020-11-23,Severe
2,447,2020-03-14,Light
2,1063,2020-05-13,Light
2,1502,2020-03-24,Light
1,196,2020-12-07,Moderate
3,55,2020-01-26,Light
2,165,2020-01-27,Light
2,574,2020-10-17,Light
2,365,2020-10-13,Light
1,1080,2020-06-20,Severe
3,1272,2020-04-17,Light
1,813,2020-09-11,Severe
3,1503,2020-11-24,Light
1,189,2020-01-24,Severe
2,1344,2020-08-21,Light
2,256,2020-07-19,Light
2,743,2020-05-06,Moderate
2,1387,2020-07-24,Light
2,1256,2020-04-20,Moderate
2,1146,2020-10-02,Light
2,723,2020-05-29,Light
1,1055,2020-10-20,Severe
2,1044,2020-12-25,Moderate
2,625,2020-01-14,Light
2,176,2020-07-22,Light
1,775,2020-05-07,Severe
1,1111,2020-11-14,Severe
2,1505,2020-07-15,Light
2,56,2020-10-23,Light
2,558,2020-12-24,Light
3,912,2020-01-15,Light
2,990,2020-04-01,Light
2,175,2020-10-13,Light
1,889,2020-07-12,Severe
2,1111,2020-03-02,Light
2,882,2020-09-15,Light
2,1355,2020-08-09,Light
2,1506,2020-09-30,Heavy
2,1012,2020-05-22,Light
2,256,2020-07-25,Heavy
2,204,2020-12-09,Light
2,902,2020-09-28,Light
6,1507,2020-01-18,Severe
2,244,2020-09-27,Light
2,247,2020-12-24,Light
2,305,2020-02-07,Light
2,492,2020-10-16,Light
3,1508,2020-03-20,Light
2,1472,2020-05-09,Light
4,75,2020-04-29,UNK
1,1329,2020-01-30,Severe
2,307,2020-12-31,Moderate
1,699,2020-02-13,Severe
2,371,2020-08-08,Light
2,250,2020-06-07,Heavy
2,49,2020-12-24,Light
1,689,2020-11-06,Severe
1,950,2020-03-18,Severe
1,988,2020-08-05,Severe
1,1004,2020-02-15,Severe
6,1455,2020-12-23,Severe
1,504,2020-01-20,Severe
1,1170,2020-05-13,Severe
1,1122,2020-10-31,Severe
1,1170,2020-10-23,Severe
3,570,2020-03-15,Light
2,234,2020-01-11,Light
3,208,2020-02-08,Light
1,196,2020-01-01,Severe
2,1209,2020-09-09,Light
2,1509,2020-03-03,Light
2,120,2020-09-17,Light
1,336,2020-07-06,Severe
2,1452,2020-06-09,Light
2,137,2020-12-13,Light
1,450,2020-10-14,Moderate
2,354,2020-09-25,Light
2,238,2020-09-12,Light
4,414,2020-06-05,UNK
3,65,2020-01-05,Light
